Reference area,AT:Austria,AU:Australia,BE:Belgium,CA:Canada,CH:Switzerland,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,IE:Ireland,IT:Italy,JP:Japan,KR:Korea,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,SE:Sweden,SG:Singapore,TW:Chinese Taipei,US:United States,XM:Euro area,AT:Austria,AU:Australia,BE:Belgium,CA:Canada,CH:Switzerland,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,IE:Ireland,IT:Italy,JP:Japan,KR:Korea,MX:Mexico,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,SE:Sweden,SG:Singapore,TW:Chinese Taipei,US:United States,XM:Euro area
1987-06,95.28,105.09,94.92,93.75,89.88,92.53,93.08,114.29,115.68,92.89,97.4,212.77,108.63,100.46,131.55,78.67,142.05,95.25,102.06,92.6,120.21,129.04,86.63,115.03,113.59,101.88,99.39,89.36,101.2,100.71,100.67,102,96.26,88.55,121.86,105.91,93.33,78.42,80.03,95.19,106.18,118.55,88.57,58.78,98.66,100.97,91.31,72.35,119.28,100.75,116.4,103.82,102.19
1987-07,95.2,105.01,94.75,95.13,89.48,92.37,92.21,115.38,115.72,92.99,97.47,211.38,110.04,100.21,131.24,75.97,145.61,95.12,102.81,95.42,119.68,128.83,87.81,117.18,115.01,101.7,99.67,89.76,101.28,102.56,100.14,101.64,95.17,90.19,121.25,106.11,93.16,76.26,80.65,95.12,105.94,113.54,90.51,60.61,98.39,101.89,94.19,72.06,120.38,102.51,119.95,105.01,102.02
1987-08,95,104.45,94.47,95,89.57,92.11,91.06,117.05,115.65,92.48,96.98,209.59,109.43,99.83,130.82,77.38,144.78,94.88,102.68,93.98,119,128.29,87.8,119.89,114.53,101.08,99.91,89.47,101.06,102.05,100.4,100.86,94.05,91.19,121.4,105.51,92.73,75,80.55,94.64,105.86,115.2,90.99,61.99,98.22,101.61,92.8,72.36,120.2,102.22,123.28,104.69,101.11
1987-09,95.04,105.31,94.6,95.13,89.76,92.33,90.85,118.52,116.09,92.62,97.81,208.14,107.71,100.01,131.37,78.91,142.59,95.19,102.77,98.97,118.3,127.71,87.04,118.48,112.34,101.83,99.2,90.29,100.8,101.67,100.09,100.65,94.04,92.97,122.52,105.44,93.52,75.64,79.41,94.53,106.75,118.1,89.72,62.12,98.64,102.7,97.82,71.9,120.37,100.75,121.64,102.91,101.53
1987-10,95.09,103.01,94.39,95.47,89.67,92.39,91.16,120.63,116.48,92.57,98.37,206.56,107.41,100.19,131.38,78.65,142.68,95.28,102.48,100.74,117.44,127.53,87.03,118.77,111.96,102.13,98.72,88.68,100.19,102.07,100.18,100.53,94.5,94.89,122.39,105.31,94.28,77.2,79.43,94.31,107.29,117.44,89.7,63.74,98.72,102.23,100.06,71.98,120.43,100.55,120.57,102.51,101.79
1987-11,96.09,96.02,95.2,93.87,92.17,94.19,92.3,119.9,116.52,92.53,100.29,205.02,103.93,101.23,130.88,81.44,138.92,96.75,100.53,95.71,116.59,126.94,86.12,115.83,107.97,104.28,99.39,83.13,100.67,100.73,103.32,102.43,95.89,94,122.12,105.33,96.58,77.22,77.17,95.18,107.16,120.93,87.24,64.22,100.1,100.45,95.63,72.04,120.15,99.69,118,98.99,103.79
1987-12,96.11,96.89,95.34,93.61,93.23,94.37,92.64,119.23,116.24,92.95,100.67,203.65,101.58,101.53,131.14,84.67,135.91,96.97,98.57,96.84,115.74,126.42,85.33,116.38,105.02,104.73,99.46,84.27,100.8,100.61,104.42,102.66,96.23,93.72,122.27,105.77,96.75,77.78,76.08,95.63,107.6,125.38,86.06,61.34,99.92,98.84,97.22,72.04,119.57,98.88,119.76,96.56,104.37
1988-01,95.89,97.01,95.1,95.23,92.83,93.91,92.6,118.55,117.2,93.06,99.81,201.72,101.41,101.16,130.93,85.31,137.11,96.75,99.69,98.82,115.33,126.64,84.76,117.77,104.77,104.03,99.39,84.84,100.27,102.25,104.01,102.44,96.35,93.5,124.04,105.8,95.71,76.79,75.68,95.45,107.66,125.65,87.28,64.9,98.85,100.93,99.69,72.6,120.12,98.08,119.11,96.25,103.81
1988-02,95.74,98.19,94.71,96.9,91.58,93.33,92.46,118.9,117.14,92.46,99.17,200.47,102.25,100.63,130.09,84.82,141.1,96.32,100.6,100.28,114.95,127.44,85.89,118.72,105.66,102.63,99.1,86.15,99.86,104.14,102.8,101.69,96.65,93.7,124.07,104.96,95.11,75.87,77.03,94.89,107.13,124.06,91.13,69.19,98.3,102.01,101.34,73.16,121.36,99.9,119.26,96.6,102.28
1988-03,95.71,99.75,94.59,98.03,90.83,93.29,92.11,119.59,117.47,91.93,102.35,199.86,101.09,100.25,129.39,85.48,143.31,96.16,100.47,98.46,114.5,128,85.2,117.42,104.11,102.06,99.13,87.69,99.47,105.48,101.86,101.23,96.29,94.64,124.72,104.34,98.15,77.66,76.35,94.39,106.7,125.08,93.53,71.27,98.39,103.01,99.39,73.02,121.98,98.45,116.77,95.09,101.56
1988-04,95.53,101.13,94.3,98.94,90.51,92.97,91.47,120.75,117.86,91.62,104.41,199.39,100.19,99.45,128.45,86.51,144.49,95.96,101.76,97.29,114.17,128.46,84.92,116.48,103.02,101.24,98.76,89,99.2,106.22,101.3,100.65,95.53,94.8,125.26,104.08,101.07,78.7,76.58,93.13,105.81,126.63,93.69,72.93,97.96,104.08,97.89,72.97,123,97.69,115.43,94.12,100.35
1988-05,95.25,105.22,94.14,98.82,89.46,92.54,91.22,120.48,118.04,91.51,104.75,198.53,100.28,98.84,127.86,86.9,145.76,95.67,102.85,100.36,113.96,128.97,84.69,116.7,103.23,100.37,97.95,92.84,98.89,106.3,99.57,100.17,95.81,94.32,126.19,103.94,101.58,78.42,76.66,92.44,105.38,126.82,94.74,74.19,97.49,105.1,100.82,72.87,123.52,97.42,116.64,94.17,99.4
1988-06,94.83,110.74,93.63,100.97,88.98,91.93,91.43,119.97,117.48,91.36,102.36,198.12,101.91,98.79,127.27,86.11,149.25,94.86,102.6,102.34,113.73,128.55,85.14,118.09,104.68,99.07,97.89,98.08,98.3,108.51,98.92,99.33,95.7,94.02,126.02,103.79,99.31,79.34,78.32,92.38,105.09,124.86,97.43,75.9,96.34,105.14,102.76,72.93,123.08,97.58,118.51,95.51,98.1
1988-07,94.4,112.66,92.99,102.83,88.38,91.09,90.77,118.92,116.36,90.71,101.82,196.79,104.44,97.82,126.61,83.78,154.23,93.79,101.6,99.97,113.68,128.57,86.55,121.11,107.5,96.97,98.5,100.23,97.72,110.72,97.87,98.12,94.46,94.22,124.02,103.18,98.61,78.05,80.59,91.64,104.44,120.99,100.66,77.7,95.27,103.97,100.4,73.25,123.54,99.59,121.25,98.04,95.98
1988-08,94.18,114.48,92.54,101.84,87.03,90.56,89.82,119.37,116.22,89.79,103.17,195.51,105.27,96.69,126.11,84.05,155.86,93.18,100.64,97.44,113.14,128.07,87.27,122.03,108.62,95.52,98.4,102.16,97.24,109.35,96.42,97.07,93.85,95.24,124.27,102.12,99.93,77.44,81.51,90.55,104.21,121.11,101.91,78.4,94.71,102.52,97.77,73.42,122.92,99.97,123.49,99.06,94.43
1988-09,94.53,113,93.01,101.47,87.01,91.29,90.06,118.65,116.88,89.96,101.84,194.78,105.3,97.61,125.94,83.5,156.69,93.84,100.01,92.85,112.59,128.42,87.41,121.2,108.77,96.51,97.9,101.04,97.5,108.44,96.05,97.56,94.2,95.15,125.85,102.15,98.72,78.91,82.06,91.17,104.15,120.7,102.11,78.37,95.34,102.74,92.96,73.53,123.66,99.67,122.3,99.44,95.13
1988-10,94.67,113.12,93.16,102.54,86.94,91.47,89.84,119.75,117.2,89.81,102.78,193.06,103.15,97.59,126.31,86.07,155.51,94.08,100.01,91.62,112.29,128.82,86.55,118.85,106.02,96.97,97.51,101.58,97.42,109.82,95.84,97.55,93.81,95.83,125.6,101.93,99.79,79.95,80.1,90.93,104.97,124.76,100.67,78.08,95.33,102.49,91.66,73.92,124.67,98.1,120.39,97,95.47
1988-11,94.83,115.72,93.49,100.57,88.13,91.86,90.11,120.67,117.68,90.05,103.57,191.08,100.3,98,127.14,88.32,155.05,94.45,99.26,91.5,111.87,128.33,86.84,118.8,103.19,98.02,97.25,104.45,97.47,107.78,97.39,98.11,94.64,96.24,125.99,102.06,100.93,79.56,78.77,91.31,106.21,127.23,101.24,78.32,95.69,101.54,91.78,74.43,124.18,98.55,119.72,94.55,96.48
1988-12,94.58,116.94,93.22,102.37,87.52,91.53,89.7,122.26,117.92,89.66,104.69,189.47,100.25,97.51,127.79,87.89,156.91,94.09,100.07,90.63,111.56,128.41,87.58,118.62,102.74,97.66,96.78,105.76,97.36,109.52,96.61,97.75,93.97,98.04,127.26,101.52,101.89,79.82,79.07,91.06,106.97,125.82,103.29,79.79,95,102,91.15,74.96,124.23,99.53,119.3,94.11,96.39
1989-01,94.03,120.44,92.5,103.43,85.69,90.4,88.45,125.3,118.43,88.82,104.84,188.24,101.94,96.07,127.19,86.42,160.4,93.09,100.81,89.9,111.35,128.65,89.22,122.35,104.65,95.83,96.32,108.67,96.58,110.74,94.59,97.01,92.55,101.07,127.42,100.4,101.79,78.87,80.9,89.83,106.65,122.98,105.43,81.48,92.52,102.93,90.54,75.69,125.24,101.01,122.62,95.8,94.8
1989-02,93.85,119.08,92.28,103.82,85.48,90.17,87.87,125.42,118.15,88.72,104.32,186.9,102.36,95.59,127.19,86.31,162.27,92.9,100.96,89.34,111.05,128.49,90.13,123.3,105.09,95.37,96.21,107.6,96.44,111.53,94.58,96.69,92.26,100.81,127.35,100.19,101.31,77.7,82.51,89.49,107.05,121.89,106.84,81.38,92.26,103.13,90.03,76.37,125.41,102.06,124.4,96.3,94.28
1989-03,93.96,114.34,92.43,103.61,84.48,90.33,87.85,125.87,119.31,89.29,102.8,185.6,103.28,96.04,126.84,84.91,165.04,93.07,100.82,90.9,110.7,128.41,90.36,125.02,106.15,95.91,96.16,103.59,96.48,111.33,93.33,96.53,92.37,101.42,129.7,100.71,99.86,78.81,82.89,89.84,107.13,119.9,108.91,81.05,92.48,103.46,91.34,76.37,125.27,101.73,125.88,97.39,94.74
1989-04,94.01,113.15,92.49,104.25,82.58,90.38,87.99,126.28,122.49,89.56,102.12,183.7,103.72,96.15,127.11,83.74,167.25,93.1,101.01,90.99,110.33,129.01,90.22,128.38,106.37,96.38,95.81,102.53,96.5,111.47,91.01,96.5,92.39,101.28,133.2,100.93,99.84,78.76,83.64,89.32,107.01,119.54,109.67,80.67,92.26,103.31,90.64,76.35,126.05,101.14,129.08,97.38,94.83
1989-05,93.65,110.77,92.05,104.72,81.38,89.72,87.37,124.73,122.39,88.9,100.82,182.86,105.85,95.69,127.56,81.03,171.69,92.57,100.84,92.8,110.08,129.1,91.84,137.78,109.09,95.1,95.31,100.71,95.83,112.55,89.41,95.5,92.04,99.8,133.14,100.25,98.63,78.31,85.6,88.85,107.64,115.76,113.35,80.99,91.43,103.09,92.4,76.12,126.16,103.07,138.75,99.63,93.28
1989-06,93.68,110.8,92.32,104.89,83.92,89.98,87.71,122.12,122.33,88.9,97.71,181.48,107.41,96.41,128.36,78.47,174.91,92.93,100.74,89.77,109.76,129.48,93.45,138.87,111.17,95.38,95.44,101.35,96.1,112.94,92.12,95.64,91.89,98.02,134.05,100.1,95.79,78.84,87.64,89.7,108.52,111.69,115.48,81.24,91.5,103.28,90.08,76.26,126.65,105.18,139.21,101.46,93.56
1989-07,94.11,108.93,92.8,104.91,84.77,90.69,88.49,125.16,122.28,89.49,98.76,181.28,105.14,97.37,129.4,79.09,171.44,93.48,100.44,88.41,109.4,129.08,91.61,137.43,108.55,97.37,97.1,100.29,96.8,113.54,92.79,96.08,92.64,102,133.32,100.9,96.58,78.26,86.09,91.08,109.37,112.19,113.07,80.19,92.23,103.04,89.94,76.31,126.23,103.38,137.01,99.38,95.66
1989-08,93.8,110.15,92.51,106.37,84.28,90.18,88.08,125.05,121.77,89.44,98.11,180.97,105.63,96.85,129.76,79.02,171.95,93.09,100.37,91.1,109.16,129.19,92,138.82,108.96,96.71,96.92,101.92,96.67,115.09,92.41,95.29,92.61,101.92,132.84,100.81,95.94,78.16,86.62,90.84,109.78,111.66,114.14,80.01,91.95,102.5,93.43,77.26,126.63,103.76,139.42,99.76,94.95
1989-09,93.8,112.85,92.41,106.18,83.97,90.16,88.02,125.03,121.32,89.43,97.74,180.21,106.83,96.74,129.48,77.36,173.71,93.04,100.45,91.64,108.87,129.47,92.24,140.15,110.41,96.51,95.89,104.4,96.66,114.54,92.04,94.89,92.38,102.57,133.67,100.55,95.84,80.36,88.15,90.54,109.52,109.64,115.64,79.8,91.96,102.79,93.99,76.86,127.3,103.29,143.66,100.73,94.48
1989-10,94.79,111.52,93.3,106.24,84.36,91.82,89.23,124.8,121.73,90.43,95.96,178.27,105.16,98.82,128.75,78.05,170.64,94.32,100.26,89.89,108.47,128.95,91.56,137.97,108.32,99.09,96.48,103.2,97.28,114.47,92.34,96.5,93.67,102.31,133.63,101.68,94.31,80.33,86.56,92.15,109.34,110.91,113.22,79.06,92.89,102.24,91.83,76.57,127.24,102.46,141.97,98.89,96.91
1989-11,95.33,112.78,94.05,106.67,84.04,92.72,90.4,125.63,121.12,91.01,93.98,176.95,105.11,99.9,129.64,76.88,170.5,95.16,100.07,89.76,108.11,128.14,91.77,136.41,108.14,101.11,96.71,105.2,97.79,115.16,93.03,97.54,95.26,102.98,132.6,102.33,92.59,80.32,87.25,93.26,110.54,108.01,113.63,79,93.62,101.95,91.94,76.9,126.53,103.36,136.95,99.2,98.94
1989-12,96.46,111.91,95.2,106.88,83.88,94.6,92.01,125.87,121.33,92.14,92.48,175.65,103.96,102.04,130.19,75.71,168.19,96.71,99.94,89.92,107.68,126.88,92.81,134.46,106.55,104.67,97.71,104.81,99.16,115.17,93.26,99.6,96.67,103.3,133.39,103.42,90.98,81.52,86.77,95.37,111.16,106.3,111.8,80.1,94.89,101.42,92.06,77.27,125.43,104.5,133.8,97.73,102.62
1990-01,96.91,110.59,95.87,105.74,84.9,95.27,92.78,125.94,122.28,93.08,93.89,174.25,103.22,102.9,130.31,74.31,165.39,97.31,100.25,90.83,107.44,126.53,93.87,134.13,105.88,106.3,98.25,103.36,99.68,113.73,94.16,100.19,95.91,103.67,135.06,104.04,91.97,80.82,86.22,95.97,111.65,103.85,110.18,81.94,94.79,101.48,92.57,78.68,127.74,105.48,133.36,97.28,104.31
1990-02,96.82,107.06,96.11,103.32,85.77,95.22,93.16,126.25,122.65,93.24,95.73,172.5,102.98,102.93,130.98,73.79,163.72,97.29,100.35,89.6,107.25,126.39,94.92,133.8,106.05,106.62,98.43,100.31,99.74,111.37,95.08,100.11,96.16,104.09,135.43,103.96,93.99,79.74,86.47,95.8,112.65,102.81,109.27,82.44,94.74,101.7,91.32,79.73,127.54,106.5,132.35,97.48,104.58
1990-03,96.86,108.73,96.72,105.48,85.84,95.17,93.85,127.13,122.52,93.8,93.02,170.69,105,104.03,131.76,70.68,165.4,97.4,100.18,90.09,106.94,127.67,96.13,135.21,107.97,107.47,98.34,101.97,100.26,113.52,95.12,99.57,96.6,104.8,134.92,104.43,91.46,81.2,88.6,96.48,113.36,98.37,110.98,83.05,94.89,101.89,91.84,79.73,131.85,106.97,134.09,99.19,104.96
1990-04,97.08,110.57,97.27,107.09,86.66,95.46,94.48,128.83,122.65,94.46,93.15,167.91,105.74,105.1,132.59,68.1,164.79,97.67,100.15,89.43,106.64,127.69,96.69,136.08,108.17,108.87,98.45,103.71,100.79,114.9,95.75,99.52,96.82,105.88,135.1,105.29,92.82,80.92,89.83,96.67,113.95,95.14,111.27,83.16,95.03,101.33,91.25,79.98,131.7,107.55,135.56,98.95,105.93
1990-05,96.92,109.04,97.36,105.7,89.59,95.33,94.49,130.71,122.88,94.09,94.3,165.5,104.65,104.88,132.38,69.9,161.76,97.71,100.26,87.68,106.45,127.08,96.55,131.29,106.96,108.69,97.98,102.24,100.59,113.64,99.14,99.23,97.17,107.03,135.5,104.64,94.61,82.02,89.34,96.09,113.84,97.65,110.09,83.09,94.84,101.25,89.57,80.45,131.32,107.19,131.64,97.64,105.38
1990-06,96.55,111.58,97.27,105.98,89.75,94.64,93.94,131.66,122.58,93.54,96.74,165.58,105.04,103.47,131.67,69.99,160.71,96.99,100.36,88.66,106.4,127.07,97.43,129.47,107.28,107.21,97.72,104.63,100.42,113.9,99.29,98.42,96.24,107.95,135.49,103.8,97.31,84.03,90.56,94.81,113.47,97.14,109.76,83.89,93.87,101.59,90.8,80.43,131,108.13,129.09,98.27,103.84
1990-07,96.58,111.37,97.06,106.69,89.43,94.67,93.92,132.49,123.05,93.82,99.96,165.29,103.27,102.99,131.98,71.27,157.5,96.88,100.38,88.21,106.14,126.69,97.15,128.23,104.82,107.49,98.87,104.27,100.41,114.77,98.96,98.21,95.79,109.95,135.36,103.88,100.18,83.4,89.21,94.68,113.83,98.47,107.85,83.83,94,101.48,90.5,80.67,131.86,107.75,128.59,96.39,104.04
1990-08,97.05,111.59,97.73,107.15,92,95.51,94.18,132.37,123.28,94.54,101.94,165.3,101.52,103.82,132.07,70.93,155.24,97.57,100.55,89.82,106.01,126.11,97.22,125.68,102.64,109.2,99.37,104.19,101.1,114.46,102.23,98.71,96.4,109.63,135.81,104.78,102.66,83.37,87.48,95.02,114.11,97.69,105.95,83.2,94.36,100.93,91.85,80.93,131.28,107.46,127.33,94.88,105.46
1990-09,96.94,112.16,97.66,105.42,91.93,95.36,94.23,130.31,122.8,94.77,100.43,165.68,100.12,103.93,130.15,75.39,152.18,97.44,100.46,89.34,105.81,126.12,96.95,123.4,101.34,108.2,98.55,104.7,101.28,111.93,101.82,98.09,96.48,108.33,135.3,105.04,101.32,86.23,86.88,94.58,112.23,103.62,103.66,82.68,94.39,100.82,90.88,81.03,131.73,106.87,128.39,93.81,104.31
1990-10,97.06,106.49,97.71,104.32,91.25,95.59,94.52,130.46,122.62,95.04,101.38,162.29,97.54,104.05,130,79.76,147.8,97.63,100.4,86.87,106.58,125.52,96.82,120.21,98.66,108.62,98.02,100.15,101.41,111.1,101.07,98.47,96.32,108.73,134.4,105.11,102.51,85.92,84.91,94.16,112.26,110.31,100.32,81.94,94.24,100.99,88.02,82.07,131.19,106.97,121.44,91.47,104.68
1990-11,97.6,101.94,98.19,103.65,91.44,96.53,94.9,130.31,122.51,95.29,100.75,160.09,96.53,105.13,130.61,79.74,146.99,98.36,100.75,87.02,107.53,125.27,97.11,119.63,97.92,110.33,98.29,96.57,101.53,110.91,102.14,99.15,96.6,108.44,134.04,105.21,101.95,85.84,84.88,95.25,113.52,110.08,99.72,83.04,94.88,101.25,88.3,83.3,131.3,107.25,118.39,90.86,106.15
1990-12,97.98,102.74,98.33,104.4,90.91,97.14,94.87,129.74,122.2,94.87,99.79,158.37,97.62,105.27,130.9,77.28,148.85,98.8,100.88,85.95,107.41,125.28,97.34,121.62,99.14,110.88,98.6,97.46,101.53,111.52,101.53,99.86,96.31,108.15,133.68,104.54,100.84,86.3,86.32,95.64,114.01,106.49,101.63,85.61,95.09,101.19,87.42,83.83,131.17,107.99,120.24,91.76,106.69
1991-01,97.63,104.26,98.39,104.9,91.85,96.59,94.49,131.02,121.66,94.34,100.69,155.12,97.92,104.74,130.7,77.47,148.59,98.4,100.61,85.51,106.32,125.6,96.46,121.66,99.29,109.85,98.14,97.85,101.76,114.26,102.79,99.24,95.21,109.73,133.86,103.85,101.04,84.01,86.46,94.98,113.8,106.58,102.88,86.91,94.2,100.58,86.81,84.71,133.89,106.37,120.77,91.34,105.64
1991-02,97.83,103.58,98.71,104.51,90.63,96.93,94.81,132.3,121.27,94.38,100.74,153.47,96.76,104.89,131.31,78.85,145.99,98.71,100.88,85.5,107.75,125.78,96.88,120.56,97.98,110.81,98.58,96.7,102.02,113.57,101.9,99.55,95.11,110.12,133.21,103.68,101.12,82.92,86.67,94.98,114.75,107.6,102.34,87.47,94.18,100.27,86.76,87.03,137.19,107.39,120.1,90,106.64
1991-03,96.95,105.78,97.54,105.83,88.33,95.32,93.63,131.45,121.11,92.98,99.47,150.72,100.53,103.07,130.43,77.2,150.66,97.3,99.32,87.38,107.66,125.98,98.02,123.98,102.15,107.19,97.77,98.48,100.1,115.18,99.2,97.58,93.94,109.47,132.84,102.12,99.99,82.77,90.78,93.3,114.43,105.68,106.63,89.59,93.33,99.25,88.54,87.06,137.68,107.82,122.52,93.4,102.83
1991-04,95.78,108.51,96.41,106.86,88.77,93.44,92.44,130.51,121.32,92.13,98.98,147.84,102.08,101.09,129.22,78.73,152.46,95.8,97.83,87.51,106.95,126.45,98.84,125.54,104.02,103.29,96.11,100.57,98.42,115.94,99.34,95.48,92.33,108.24,132.7,100.8,102.48,83.58,93,90.51,113.12,107.92,107.86,90.66,91.39,97.43,88.15,86.65,138.06,108.69,124.26,94.59,98.32
1991-05,95.81,108.17,96.43,107.39,88.58,93.47,92.51,130.23,120.83,91.83,98.31,146.6,102.73,101.25,129.04,78.39,153.26,95.82,97.67,87.58,106.9,126.86,99.29,126.34,104.48,103.01,95.87,100.01,98.41,116.68,99.51,95.52,92.61,107.87,132.31,100.41,102.15,82.7,93.86,90.49,112.92,107.48,108.32,91.02,91.2,97.06,87.95,86.75,137.98,109.08,124.98,94.82,98.02
1991-06,95.53,108.04,96.04,108.61,86.93,92.95,91.57,128.73,119.53,91.34,96.65,146.18,104.97,100.64,128.23,78.57,155.48,95.35,97.05,87.63,106.07,125.22,100.2,128.7,106.25,101.43,95.84,99.86,98.1,118.26,97.76,95.17,91.62,106.52,130.48,99.68,100.67,84.08,96.13,90,112.33,107.02,110.41,91.99,90.59,96.22,87.97,86.25,135.61,110.16,127.42,96.37,96.58
1991-07,95.48,109.47,95.97,108.08,85.95,92.87,91.2,128.04,117.97,91.24,96.78,145.89,104.23,100.46,127.93,79.74,153.96,95.25,97.09,85.65,107.63,124.66,101.17,129.1,106,101.07,96.16,101.13,98,117.61,96.24,95.9,90.59,106.76,127.61,99.35,100.08,82.99,95.63,90.13,111.84,108.13,109.82,92,90.91,96.09,86.02,87.49,134.53,111.13,128.47,96.07,96.91
1991-08,95.86,109.96,96.37,107.96,85.97,93.46,91.67,129.01,117.18,91.6,97.11,145.3,103.11,101.12,128.05,79.61,152.12,95.7,97.48,85.6,108.71,125,101.93,129.18,104.78,102.26,97.04,101.58,98.54,117.29,96.6,96.24,91.07,107.75,127.03,99.63,100.64,82.41,94.76,90.88,112.14,107.88,109.25,91.83,91.25,96.22,85.84,88.66,134.47,111.67,128.53,95.09,97.89
1991-09,96.18,110.03,96.7,108.23,86.15,94.03,92.25,128.97,117.4,91.94,97.49,145.11,101.97,101.8,128.7,80.18,148.09,96.19,97.86,85.33,108.91,125.43,102.33,128.46,103.18,103.49,96.51,101.73,98.49,116.86,96.79,96.49,91.87,108.32,127.55,99.8,101.34,85.43,94.28,91.41,112.95,108.42,106.57,91.56,92.3,97.02,85.31,88.83,136.07,112.02,127.67,94.02,98.78
1991-10,96.14,109.34,96.77,108.79,86.07,94,92.23,128.34,117.34,91.8,96.9,144.33,101.14,101.92,128.74,82.48,144.66,96.2,97.8,82.45,108.87,125.31,101.85,128.04,102.18,103.32,95.22,101.04,98.23,117,96.41,97.46,91.71,107.74,126.52,99.52,100.87,85.95,93.68,91.11,112.72,112.48,103.68,91.78,91.92,96.58,81.91,88.52,135.95,110.96,127.87,92.85,98.55
1991-11,96.84,107.05,97.52,108.02,86.08,95.2,92.63,129.19,112.02,92.56,97.4,143.44,99.65,103.21,129.04,82.06,142.2,97.16,98.6,81.66,108.14,126.47,102.01,128.69,100.64,105.38,95.58,98.86,98.86,116.21,97.19,98.85,92.11,108.17,120.44,100.27,101.36,86.39,92.61,92.09,113.19,111.7,102.2,92.96,92.64,96.96,80.85,88.08,137.29,110.88,128.48,91.37,100.54
1991-12,97.42,103.86,98.18,106.07,86.8,96.2,93.17,129.03,107.26,93.42,97.58,142.66,98.19,104.22,129.58,82.1,139.81,97.98,99.2,79.8,107,127.64,102.47,128.37,99.52,107.2,96.01,96.13,99.4,113.54,97.81,100.09,92.46,108.11,116.08,100.84,101.6,87.42,91.65,93.26,114,111.18,100.8,94.65,93.27,97.63,79.16,87.64,138.45,112.47,127.07,90.56,102.39
1992-01,97.15,100.21,97.92,104.91,86.18,95.75,93.1,129.43,106.52,93.24,97.12,141.14,97.79,103.8,129.59,84.21,137.86,97.7,98.96,78.48,109.26,127.79,102.64,130.83,99.23,106.57,96.63,92.55,99.09,112.64,97.33,99.8,91.99,109.76,115.28,100.44,100.59,86.26,91.96,93.04,114.39,113.46,100.02,96.17,92.5,97.28,77.97,90.83,138.09,112.46,130.64,90.12,102.09
1992-02,96.88,101.97,97.55,103.06,84.63,95.17,92.77,129.91,105.6,92.91,97.17,140.45,99.07,103.21,129.37,83.43,139.15,97.26,98.66,79.14,109.47,127.41,103.74,133.03,101.09,105.48,96.74,93.8,98.54,110.24,95.79,99.38,91.7,110.34,114.07,100.04,100.69,85.67,94.34,92.37,114.15,111.74,101.37,97.69,92.09,96.8,78.6,91.51,137.08,113.1,133.6,91.71,101.22
1992-03,96.83,104.85,97.43,102.95,83.69,95.03,92.59,129.12,105.56,93.03,96.37,140.23,101.27,102.96,129.13,81.01,141.04,97.07,98.46,81.14,109.38,127.24,104.22,133.71,103.43,105.08,96.55,95.91,97.99,109.95,94.55,99.16,91.43,109.58,113.91,100.06,99.91,86.88,96.65,91.96,113.99,108.54,103.31,98.82,92.24,97.04,80.41,91.86,136.87,112.87,133.79,93.72,100.79
1992-04,96.95,105.28,97.46,103.2,82.68,95.16,92.74,129.4,105.56,93.5,97.66,138.83,101.2,102.75,128.95,80.44,139.58,97.11,98.63,80,110.2,127.64,104.31,134.12,103.15,105.46,96.27,95.65,97.7,110.03,93.23,99.27,91.41,109.18,113.84,100.36,101.95,86.94,97,91.48,113.91,108.45,102.37,99.33,92.25,97.07,79,93.67,137.12,113.02,135.71,93.07,100.79
1992-05,96.93,103.21,97.32,101.84,82.7,95.09,92.91,130.1,105.95,94.05,99.23,136.91,99.96,102.72,128.9,81.53,137.15,97.04,98.91,78.44,112.83,128.23,104.14,134.22,102.02,105.81,96.37,93.51,97.7,108.53,93.23,99.19,91.98,109.75,113.98,101.03,103.69,85.52,95.96,91.43,113.97,109.76,100.91,98.4,91.93,97.18,77.41,96.46,137.44,113.19,136.02,92.07,101.23
1992-06,97.16,101.48,97.71,101.43,84.4,95.61,93.59,129.85,106.17,94.43,99.29,134.26,98.4,103.45,128.88,83.1,133.73,97.44,99.21,78.39,113.46,128.67,103.58,133.42,100.18,106.76,96.67,91.79,98.31,108.06,95.35,99.87,92.5,109.37,114.51,101.14,103.68,85.11,95.36,92.15,114.19,111.51,98.44,97.51,91.87,97.58,77.37,97.22,137.29,112.42,134.63,90.75,102.24
1992-07,97.94,98.33,98.64,101.1,86.69,97.06,94.77,129.83,107.11,95.45,98.92,134.09,96.66,105.34,130.22,82.37,132.29,98.61,100.11,78.19,112.41,130.04,102.56,131.27,98.09,109.92,98.56,89.11,99.6,107.86,97.64,101.72,93.29,109.63,114.92,102.11,102.76,83.33,93.94,94.11,115.4,109.67,98.04,97.23,93.24,98.67,77.37,96.7,138.63,111.96,131.62,89.25,105.65
